,,,,,,,,51,52,1,1,50,51
,,,,,,,,52,53,1,1,51,52
,,,,,,,,53,54,1,1,52,53
,,,,,,,,49,54,1,1,48,53
,,,,,,,,49,54,1,1,48,53
,,,,,,,,54,55,1,1,53,54
,,,,,,,,54,56,1,1,53,55
,,,,,,,,55,56,1,1,54,55
,,,,,,,,56,57,1,1,55,56
,,,,,,,,50,57,1,1,49,56
,,,,,,,,56,58,1,1,55,57
,,,,,,,,51,58,1,1,50,57
,,,,,,,,54,59,1,1,53,58
,,,,,,,,56,59,1,1,55,58
,,,,,,,,56,59,1,1,55,58
,,,,,,,,55,59,1,1,54,58
,,,,,,,,59,60,1,1,58,59
,,,,,,,,59,61,1,1,58,60
,,,,,,,,60,61,1,1,59,60
,,,,,,,,60,62,1,1,59,61
,,,,,,,,61,62,1,1,60,61
,,,,,,,,59,63,1,1,58,62
,,,,,,,,63,64,1,1,62,63
,,,,,,,,61,64,1,1,60,63
,,,,,,,,38,65,1,1,37,64
,,,,,,,,64,65,1,1,63,64
,,,,,,,,49,66,1,1,48,65
,,,,,,,,49,66,1,1,48,65
,,,,,,,,62,66,1,1,61,65
,,,,,,,,62,67,1,1,61,66
,,,,,,,,65,66,1,1,64,65
,,,,,,,,66,67,1,1,65,66
,,,,,,,,65,68,1,1,64,67
,,,,,,,,47,69,1,1,46,68
,,,,,,,,49,69,1,1,48,68
,,,,,,,,68,69,1,1,67,68
,,,,,,,,69,70,1,1,68,69
,,,,,,,,24,70,1,1,23,69
,,,,,,,,70,71,1,1,69,70
,,,,,,,,24,72,1,1,23,71
,,,,,,,,71,72,1,1,70,71
,,,,,,,,71,73,1,1,70,72
,,,,,,,,70,74,1,1,69,73
,,,,,,,,70,75,1,1,69,74
,,,,,,,,69,75,1,1,68,74
,,,,,,,,74,75,1,1,73,74
,,,,,,,,76,77,1,1,75,76
,,,,,,,,69,77,1,1,68,76
,,,,,,,,75,77,1,1,74,76
,,,,,,,,77,78,1,1,76,77
,,,,,,,,78,79,1,1,77,78
,,,,,,,,77,80,1,1,76,79
,,,,,,,,77,80,1,1,76,79
,,,,,,,,79,80,1,1,78,79
,,,,,,,,68,81,1,1,67,80
,,,,,,,,80,81,1,1,79,80
,,,,,,,,77,82,1,1,76,81
,,,,,,,,82,83,1,1,81,82
,,,,,,,,83,84,1,1,82,83
,,,,,,,,83,85,1,1,82,84
,,,,,,,,84,85,1,1,83,84
,,,,,,,,85,86,1,1,84,85
,,,,,,,,86,87,1,1,85,86
,,,,,,,,85,88,1,1,84,87
,,,,,,,,85,89,1,1,84,88
,,,,,,,,88,89,1,1,87,88
,,,,,,,,89,90,1,1,88,89
,,,,,,,,89,90,1,1,88,89
,,,,,,,,90,91,1,1,89,90
,,,,,,,,89,92,1,1,88,91
,,,,,,,,89,92,1,1,88,91
,,,,,,,,91,92,1,1,90,91
,,,,,,,,92,93,1,1,91,92
,,,,,,,,92,94,1,1,91,93
,,,,,,,,93,94,1,1,92,93
,,,,,,,,94,95,1,1,93,94
,,,,,,,,80,96,1,1,79,95
,,,,,,,,82,96,1,1,81,95
,,,,,,,,94,96,1,1,93,95
,,,,,,,,80,97,1,1,79,96
,,,,,,,,80,98,1,1,79,97
,,,,,,,,80,99,1,1,79,98
,,,,,,,,92,100,1,1,91,99
,,,,,,,,94,100,1,1,93,99
,,,,,,,,95,96,1,1,94,95
,,,,,,,,96,97,1,1,95,96
,,,,,,,,98,100,1,1,97,99
,,,,,,,,99,100,1,1,98,99
,,,,,,,,100,101,1,1,99,100
,,,,,,,,92,102,1,1,91,101
,,,,,,,,101,102,1,1,100,101
,,,,,,,,100,103,1,1,99,102
,,,,,,,,100,104,1,1,99,103
,,,,,,,,103,104,1,1,102,103
,,,,,,,,103,105,1,1,102,104
,,,,,,,,100,106,1,1,99,105
,,,,,,,,104,105,1,1,103,104
,,,,,,,,105,106,1,1,104,105
,,,,,,,,105,107,1,1,104,106
,,,,,,,,105,108,1,1,104,107
,,,,,,,,106,107,1,1,105,106
,,,,,,,,108,109,1,1,107,108
,,,,,,,,103,110,1,1,102,109
,,,,,,,,109,110,1,1,108,109
,,,,,,,,110,111,1,1,109,110
,,,,,,,,110,112,1,1,109,111
,,,,,,,,17,113,1,1,16,112
,,,,,,,,32,113,1,1,31,112
,,,,,,,,32,114,1,1,31,113
,,,,,,,,27,115,1,1,26,114
,,,,,,,,114,115,1,1,113,114
,,,,,,,,68,116,1,1,67,115
,,,,,,,,12,117,1,1,11,116
,,,,,,,,75,118,1,1,74,117
,,,,,,,,76,118,1,1,75,117
